REL05687SMITS;Grinsel;83A;5275JN;DEN DUNGEN;Nederland;50
REL03818BERGEIJK;Wijksestraat;17;4261TV;WIJK EN AALBURG;Nederland;50
REL06103DOORN;Kapelweg;43;5521JH;EERSEL;Nederland;50
REL02959WIGGEN;Appelweg;3;5306AE;BRAKEL;Nederland;50
REL06716VLOT;Alexanderstraat;6;3373AA;HARDINXVELD-GIESSENDAM;Nederland;50
REL04463ZIJLMANS;Hilsestraat;38;4269VH;BABYLONIENBROEK;Nederland;50
REL02672VENROOIJ;Voorstraat;91;5334JR;VELDDRIEL;Nederland;50
REL01703LEEMANS;Kamersteeg;4;4273GM;HANK;Nederland;50
REL01674LANGERWERF;Onderdijk;2A;4845EK;WAGENBERG;Nederland;50
20900KAMP 1;'t Vaartje;56;5165NB;WASPIK;Nederland;50
REL01519KOEKKOEK;Midgraaf;5;4286LZ;ALMKERK;Nederland;50
REL05481JANSEN;'t Sas;7;5131RC;ALPHEN;Nederland;50
REL04353JONGB;Peppelweg;12;2964LC;GROOT AMMERS;Nederland;50
REL06161PIJNAPPELS;Lookertstraat;5;5271VC;ST. MICHIELSGESTEL;Nederland;50
REL02825VINK;Oudendijk;85;4285WJ;WOUDRICHEM;Nederland;50
REL05335BAC;Heerenweg;55;2751DC;MOERKAPELLE;Nederland;50
REL04929BOLCK;De Roskam;39;5505JH;VELDHOVEN;Nederland;50
REL06032BRANDERHORST;C. Branderhorststraat;13;4266EK;EETHEN;Nederland;50
REL05663STEEN;Hemelrijkstraat;45;5271TX;St. MICHIELSGESTEL;Nederland;50
REL04553BEEK;Hoeveneind;62;4847NG;TETERINGEN;Nederland;50
REL01758LINDEN;Leendertdijk;6;5305VH;ZUILICHEM;Nederland;50
REL02278ROVER;De Roef;5;4254XL;SLEEUWIJK;Nederland;50
REL02622TIMMERMANS;Werfkampenseweg;26;4941TC;RAAMSDONKSVEER;Nederland;50
REL04118HUIJBEN;Provincialeweg;110;4909AM;OOSTEIND;Nederland;50
REL05731CORVERS;Stevert;33;5524KB;STEENSEL;Nederland;50
REL06018MIDDELKOOP;Vijcie;29;4254LA;SLEEUWIJK;Nederland;50
REL00859EWIJK;Emmikhovenseweg;12;4286LH;ALMKERK;Nederland;50
REL04794*DRUYVEN;Dijkweg;288;1619JV;ANDIJK;Nederland;50
REL06100GENDEREN;'t Gemeent;21;5316NG;DELWIJNEN;Nederland;50
REL05912LIEBREGTS;Heuvelstraat;27;5581VP;WAALRE;Nederland;50
REL04185BARDOEL;De Broekhovenseweg;15A;5561TT;RIETHOVEN;Nederland;50
REL00317BISSCHOP;Capreton;1;5308NT;AALST;Nederland;50
REL01975NOUWENS;Grotestraat;7;5256PA;HEESBEEN;Nederland;50
REL06050GESTEL;Tinnen Pot;6;5094CE;LAGE MIERDE;Nederland;50
REL06072MUREAU;Scheerbiesstraat;6;4845PL;WAGENBERG;Nederland;50
REL02517STEENHOVEN;Werkensedijk;47;4251PR;WERKENDAM;Nederland;50
REL04423TUYL;Maasdijk;58;5317KS;NEDERHEMERT;Nederland;50
REL01011GRAAF;Kinderlaan;3;5085NE;ESBEEK;Nederland;50
REL01008GREEF;Genoenhuizerweg;6;5663PH;GELDROP;Nederland;50
REL01653LAAT;Lutterstraat;8;5396PB;LITHOIJEN;Nederland;50
REL05924ROZENDAAL;Colijnweg;26;8251PK;DRONTEN;Nederland;50
REL02356SCHOOFS;Oude Kerkstraat;48;5507LD;VELDHOVEN;Nederland;50
REL02379SCHREUDERS;Hoekje;15;4286LN;ALMKERK;Nederland;50
REL05636HERWIJNEN;St. Annaweg;51;5321NM;HEDEL;Nederland;50
REL01181HENSEN;Bospad;3;6027RH;SOERENDONK;Nederland;50
REL05043HONCOOP;Oude Weidsesteeg;8;4266VE;EETHEN;Nederland;50
REL06858HOREMANS;Vijfmorgen;3;4254CH;SLEEUWIJK;Nederland;50
REL05318JONG;Polderweg;4;3373LD;H'VELD GIESSENDAM;Nederland;50
REL00862EWIJK;Meeuwensesteeg;1A;4268VK;MEEUWEN;Nederland;50
REL05705KAPEL;Leeghwaterstraat;12;4251LM;WERKENDAM;Nederland;50
REL04398MULDERS;Voorteindseweg;11;5091TJ;MIDDELBEERS;Nederland;50
REL05994NUITEN;Broekstraat;92;5124NK;MOLENSCHOT;Nederland;50
REL02155QUICK;Korenstraat;7;5321GV;HEDEL;Nederland;50
REL02648TREUR;Broekgraaf;10;4286LW;ALMKERK;Nederland;50
REL05175BOXTEL;Ammerzodenseweg;28;5321GB;HEDEL;Nederland;50
REL02955WETERING;Uitwijksestraat;12;4288JB;UITWIJK;Nederland;50
REL02331SCHENDEL;Hillsestraat;43;4271LP;DUSSEN;Nederland;50
REL02752VERMEER;Beeksedijk;16;5051PS;GOIRLE;Nederland;50
REL05064LOON;Hoekje;14;5171RH;KAATSHEUVEL;Nederland;50
REL05098LIEVAART;Dijksteeg;1;4268GK;MEEUWEN;Nederland;50
REL00763DRUNEN;Zandwijk;9;4286LD;ALMKERK;Nederland;50
REL01759LINDEN;Leendertdijk ;10;5305VH;ZUILICHEM;Nederland;50
REL05991ZANDWIJK;Tinnegieter;2A;4174LG;HELLOUW;Nederland;50
REL05434LANSDAAL;Kooiheuvelweg;14;5334NX;VELDDRIEL;Nederland;50
REL01536KOLFF;Bloemweg;9;4286EJ;ALMKERK;Nederland;50
REL00756DRUNEN;Rijksweg;246;4255GS;NIEUWENDIJK;Nederland;50
REL05665STERKENBURG;Uppelsehoek;18;4286EM;ALMKERK;Nederland;50
REL01042GROOT;Lutterstraat;6;5396PB;LITHOIJEN;Nederland;50
REL04527LIEVAART;Expeditiestraat;10;4283JG;GIESSEN;Nederland;50
REL01798LUIJKX;Midgraaf;18;4286LZ;ALMKERK;Nederland;50
REL06062SIMONS;Polderweg;5;5256PT;HEUSDEN;Nederland;50
REL01883MEIJDEN;Parallelweg;2;4255KC;NIEUWENDIJK;Nederland;50
REL06069MULKENS;Peerenboom;16;4273LJ;HANK;Nederland;50
REL01002GRAAFF;Uitwijksestraat;10;4288JB;UITWIJK;Nederland;50
REL02891VUGT;Broekgraaf;4;8286LW;ALMKERK;Nederland;50
REL10098BERTENS;Winkelstraat;31;5074PA;BIEZENMORTEL;Nederland;50
REL01699LEEMANS;Wildertstraat;17;4884MX;WERNHOUT;Nederland;50
REL07635ZZ NOYENS;Oude Bredasebaan;7;4861NC;CHAAM;Nederland;50
REL04726LOCHT;Drimmelenseweg;38;4921SG;MADE;Nederland;50
REL02656TUIJL;Beemstraat;48A;5311AD;GAMEREN;Nederland;50
REL10113VERSTEEG;Hoge Zandschel;15;5161RL;SPRANG CAPELLE;Nederland;50
REL06554WERNER;Achterstraat;24A;4064EJ;VARIK;Nederland;50
REL04150WESTERLAKEN;Midgraaf;30;4269TL;BABYLONIENBROEK;Nederland;50
REL04863WESTERLANKEN;Midgraaf;25;4269TL;BABYLONIENBROEK;Nederland;50
REL05455SCHELLEKENS;Boerenbaan;11;5131PA;ALPHEN;Nederland;50
REL05634JANSEN;Boscheind;49;5575AA;LUKSGESTEL;Nederland;50
REL06870RIETVELD;Schans;10;4251PT;WERKENDAM;Nederland;50
REL04474RIJKERS;De Onderzand;1;4251NA;WERKENDAM;Nederland;50
REL05104SPRANKENIS;Ploegstraat;1;0000AA;BEST;Nederland;50
REL02528STERK;Hei en boeicoopseweg;167;4126RW;HEI EN BOEICOP;Nederland;50
REL03050ZALM;Munn. Maaskade;4;5307TE;POEDEROIJEN;Nederland;50
REL06044GIESSEN;Pr. Willem Alexanderstraat;19;5311CB;GAMEREN;Nederland;50
REL04606GESTEL;Veldhoven;17;5081NK;HILVARENBEEK;Nederland;50
REL00636DAG;Bloemweg;7;4286EJ;ALMKERK;Nederland;50
REL05477VROMANS;Vijfhuizen;3;5011XE;TILBURG;Nederland;50
REL05929STEEN;Vogelenzang;7;5292NH;GEMONDE;Nederland;50
REL05946MENSVOORT;Liempdseweg;22;5283RB;BOXTEL;Nederland;50
REL06224WIJNE;Zwaluwse Pootweg;17;4926PJ;LAGE ZWALUWE;Nederland;50
REL04688WELVAARTS;Roderweg;28;5298NC;LIEMPDE;Nederland;50
REL02048OUDHEUSDEN;Waardhuizen;32;4287LS;WAARDHUIZEN;Nederland;50
REL06330KLAVERTJE 4;Ring;29;4328AH;Burgh-Haamstede;Nederland;50
REL00122ALTENA;Schenkeldijk;17;4273LM;HANK;Nederland;50
REL06362MIDDELBROECK;Broekseweg;17A;4231VC;MEERKERK;Nederland;50
REL06625BIESTHEUVEL;Hoogcasteren ;25;5528NP;HOOGELOON;Nederland;50
REL06155UTRECHT;Torenlaan ;1;5085NL;ESBEEK;Nederland;50
REL06279BEEMDEN;Leuvenlaan;23;5628WB;EINDHOVEN;Nederland;50
REL05527AGRILOGICA;Heigatstraat;6;4873LK;ETTEN-LEUR;Nederland;50
REL04875*BUYS;Rietveldenweg;1;5256TG;HEDIKHUIZEN;Nederland;50
REL01527*** KOOLEN;Kluizerdijk;100;5556XS;VALKENSWAARD;Nederland;50
REL01607KUIJLAARS;Kreiel;11;5513NW;WINTELRE;Nederland;50
REL00102ADRIAANS;Stokkelen;42;5521ND;EERSEL;Nederland;50
REL00013BAYENS;Ingenieur Mettropweg;3;5528NV;HOOGELOON;Nederland;50
REL05123BERGMANS;Bucht;45A;5571CV;BERGEIJK;Nederland;50
REL10254BERTENS;Capuzijnestraat;112;5074NH;BIEZENMORTEL;Nederland;50
20531BOER;Statendamweg;105;4905BR;OOSTERHOUT;Nederland;50
REL00385BORGERS;Achtereindsestraat;1D;5583TB;WAALRE;Nederland;50
REL00418BOUDEWIJNS;Grensweg;32;5556VH;BORKEL EN SCHAFT;Nederland;50
20951BROUWER;Overheicop;72A;4145KV;SCHOONREWOERD;Nederland;50
REL07534BUYS;Groenewoud ;1;5256NR;HERPT;Nederland;50
REL03843COPPENS;Winterdijk ;25;5141KE;WAALWIJK;Nederland;50
REL00644DAMSWA;Loon;7;5581VH;WAALRE;Nederland;50
REL00369BONT;Baarleseweg;5;5113TA;ULICOTEN;Nederland;50
REL00490BROUW;Beeksedijk;21;5051PS;GOIRLE;Nederland;50
REL01466KEIZER;Draepkilweg;2;4251PK;WERKENDAM;Nederland;50
REL01676LAAT;Heistraat;27;5251AM;VLIJMEN;Nederland;50
20432LINT;Derdeweg;5;4765TC;ZEVENBERGSCHENHOEK;Nederland;50
REL00668DEKKE;Schans;4;4251PT;WERKENDAM;Nederland;50
REL05754HARTOG;Lekdijk;120;2967GG;LANGERAK;Nederland;50
REL00775EBERT;Groene Dwarssteeg;1;4255SK;NIEUWENDIJK;Nederland;50
REL02234ROYMANS;De Lei;32;5534AN;NETERSEL;Nederland;50
20797GEERTS;Heikantsestraat;4;5113BS;ULICOTEN;Nederland;50
REL00909GEHOEL;Kapelstraat;9;5561TW;RIETHOVEN;Nederland;50
REL00928GERRITSEN;Gasthuisweg;1;5081EG;HILVARENBEEK;Nederland;50
REL00568GODRIE;Rucphenseweg;57;4882KB;ZUNDERT;Nederland;50
REL10255GOOSSENS;Heuvel;1;5528NH;HOOGELOON;Nederland;50
REL01113HEEREN;Duizelseweg;4;5511KP;KNEGSEL;Nederland;50
REL01233HOLSTER;Middelvaart;5;4285WS;WOUDRICHEM;Nederland;50
REL01259HOOZEM;Grootwesterwijksestraat;3;5081NE;HILVARENBEEK;Nederland;50
REL01387JOOSTEN;Weebosch;101;5571NE;BERGEIJK;Nederland;50
REL01418KANT;Namweg;1;4251NJ;WERKENDAM;Nederland;50
REL01461KERSTENS;Blauwhoefseweg;37;4791SB;KLUNDERT;Nederland;50
REL01468KEYZER;Laagdalemseweg;3;4213KA;DALEM;Nederland;50
REL06619KLOP;Mr. S. Naayenstraat;24;4281NL;ANDEL;Nederland;50
REL01524KOEKKOEK;Emmikhovenseweg;8;4286LP;ALMKERK;Nederland;50
REL01540KOLFF;Gantelweg;18;4251PZ;ALMKERK;Nederland;50
REL04074KOREVAAR;Brandwijksedijk ;28A;2974LC;BRANDWIJK;Nederland;50
REL06243KOREVAAR;Molenweg;8;3381KL;GIESSENBURG;Nederland;50
REL01679LAURIJSEN;Fazantenweg;20;5106RC;DONGEN;Nederland;50
20023LAURIJSEN;Fazantenweg;20;5106RC;DONGEN;Nederland;50
REL05520LEEUWIS;Oudendijk;20;4285WK;WOUDRICHEM;Nederland;50
REL04998LIEVAART;Ambachtstraat;2;4261TJ;WIJK en AALBURG;Nederland;50
REL06630MEERKERK;Noordzijde;13;4225PG;NOORDELOOS;Nederland;50
20045MEERKERK;Noordzijde;13;4225PG;NOORDELOOS;Nederland;50
REL05295OPPERS;Hoogdijk;57;5091CG;MIDDELBEERS;Nederland;50
REL02067PALS;Groenendijk;14;4926RG;LAGE ZWALUWE;Nederland;50
REL07648PATER;Zevenhuisterweg;28;9311VC;RODEN;Nederland;50
20952PEK;Lekdijk;48;2967GC;LANGERAK;Nederland;50
REL06121PEK;Lekdijk;48;2967GC;LANGERAK;Nederland;50
REL06073PULLEN          BU;Valkenvoortweg;31;5145PM;WAALWIJK;Nederland;50
20741PULLENS;Haarsteegsestraat;55;5224JP;HAARSTEEG;Nederland;50
20835RASENBERG;Zandstraat;5;4927RH;HOOGE ZWALUWE;Nederland;50
REL02182REYM;Midden polderweg;23;2959LB;STREEFKERK;Nederland;50
REL02211RIJNEN;Heikant;4;5066CR;MOERGESTEL;Nederland;50
REL04377ROMBOUTS;Wolfshoek;73;5154AB;ELSHOUT;Nederland;50
REL02246ROMBOUTS;Schadewijk;21;5521NN;EERSEL;Nederland;50
REL05797SANDERS;Veneind;3;5513NE;WINTELRE;Nederland;50
20778SCHOENMAKERS;Hoogstratensebaan;4;5111XA;BAARLE NASSAU;Nederland;50
REL00681ZZSCHOENMAKERS;Geerakker;3;4861AZ;CHAAM;Nederland;50
REL06729SCHOONES;Broekstraat;5;5296KJ;ESCH;Nederland;50
20321SMITS;Waspiksedijk;39;5161NS;SPRANG CAPELLE;Nederland;50
REL04363SMITS;Stormrand;6;4251DP;WERKENDAM;Nederland;50
REL02455SMULDERS;Boschhoven;28;5595AP;LEENDE;Nederland;50
20851SNELDERS;Molenakkers;33;5571LC;BERGEIJK;Nederland;50
20712TIMMERMANS;Brakel;11;5133NG;RIEL;Nederland;50
REL02629TOLENAARS;Rijksweg;2B;4255GL;NIEUWENDIJK;Nederland;50
REL06986TREUR;Mert ;5;4171LB;HERWIJNEN;Nederland;50
20602BORNE;Smidsstraat;16;5095EG;HOOGE MIERDE;Nederland;50
REL05235LAAN;Middelland;38;2931AL;KRIMPEN AAN DE LEK;Nederland;50
REL00077AAKEN;De Ruttestraat;8;5534AP;NETERSEL;Nederland;50
REL06605ANDEL;Heulstraat;1A;4283EA;GIESSEN;Nederland;50
REL00185BALLEGOOIJEN;Sluisweg ;70;3371EW;HARDINXVELD-G'DAM;Nederland;50
REL06420BERGEIJCK;Vierlinghstraat;57;4251LC;WERKENDAM;Nederland;50
REL00264BERGEIJK;Biesbosch;7;4924AA;DRIMMELEN;Nederland;50
REL00319BLADEL;Groenewoud;46;5151RM;DRUNEN;Nederland;50
REL05093BREUGEL;Zandwijk ;2;4286LD;ALMKERK;Nederland;50
REL00625DAALEN;Lageweg;30;4288JM;UITWIJK;Nederland;50
20408BRUGGE;Torentjeshoeve;6A;5018PL;TILBURG;Nederland;50
REL01194HEUVEL;Broekseweg ;10;3373LA;H'VELD GIESSENDAM;Nederland;50
20275HUIJGEVOORT;Meester van Hasseltweg;1;5528NW;HOOGELOON;Nederland;50
REL01505KNIJFF;van Hogendorpstraat;5;4286BJ;ALMKERK;Nederland;50
REL01949NIEUWENHUIZEN;Grote Aardweg;13;5521RL;EERSEL;Nederland;50
REL02060PALEN;Paaldijk;5;5595XL;LEENDE;Nederland;50
REL02115PLUYM;Nathalsweg;3;4273PC;HANK;Nederland;50
REL02312SANDE;De Run;6816;5504DW;VELDHOVEN;Nederland;50
20548VEN;v. Heemstraweg;12;6658KG;BENEDEN LEEUWEN;Nederland;50
REL02940WERKEN;Stormrand;7;4251DP;WERKENDAM;Nederland;50
20437WIEL;Zevenbergseweg;23;4791AG;KLUNDERT;Nederland;50
REL02932WIEL;Zevenbergseweg;23;4791AG;KLUNDERT;Nederland;50
20310BORNE;Schepersweijer;6;5541NN;REUSEL;Nederland;50
REL01886MEIJDEN;Provincialeweg Noord;70;4286EC;ALMKERK;Nederland;50
REL00714DOMMELEN;Larestraat;2A;5085EP;ESBEEK;Nederland;50
REL00740DORTMONT;Hellegatsweg;6;4273GN;HANK;Nederland;50
REL00755DRUNEN;Bruine Kilweg;1;4251PH;WERKENDAM;Nederland;50
REL01085HAL;Kuikeindseweg;17B;5091TC;MIDDELBEERS;Nederland;50
REL03263HORSSEN VAN ARIE PERSONEEL;Engelenhof;6;4175BB;HAAFTEN;Nederland;50
REL06271HULTEN;Biezenmortelsestraat;14;5074RB;BIEZENMORTEL;Nederland;50
REL06918KOOTEN;Westerdreef;78;2151BX;NIEUW VENNEP;Nederland;50
20948KRIEKEN;Achterweg;26;4171BC;HERWIJNEN;Nederland;50
20393LEIJSEN;Achterstraat;4;4911AZ;DEN HOUT;Nederland;50
REL04497NOORT                  BU;Lage Hoef;12;5256RA;HERPT;Nederland;50
REL01933NUNEN;Halfmijl ;3;5507RB;VELDHOVEN;Nederland;50
REL05939RAAK;De Luther;19;5095AC;HOOGE MIERDE;Nederland;50
21001REES;Donkseweg;3;2974LG;BRANDWIJK;Nederland;50
REL02469SON;Tuinbouwweg;14;5254VJ;HAARSTEEG;Nederland;50
REL02779VERHOEVEN;Vennenweg ;14;6028RD;GASTEL;Nederland;50
REL02784VERHOEVEN;De Olifant;6;6027NG;SOERENDONK;Nederland;50
REL03856VERHOEVEN;Bernsestraat;5;5256ND;HERPT;Nederland;50
REL05808VISSER;Sasdijk;73;4251AD;WERKENDAM;Nederland;50
REL02843VLOT;Alexanderstraat;4;3373AA;HARDINXVELD GIESSENDAM;Nederland;50
20266VOERMANS;Horst;12;5126BX;GILZE;Nederland;50
REL02856VONK;Reugtweg;1;4251MX;WERKENDAM;Nederland;50
REL03767WESTERLAKEN;Hazenkamp;1;4284VV;RIJSWIJK;Nederland;50
20599WILLEMS;Hoekerbeemden;10;5571VN;BERGEIJK;Nederland;50
REL06375KLEMANS;Galderseweg;22;4855AH;GALDER;Nederland;50
REL06677BOGERT;Mezenweg ;11;5321JR;HEDEL;Nederland;50
20992BOSCH;Voorhaakdijk;10;3651MB;WOERDENSE VERLAAT;Nederland;50
REL00392BORNE;Hermans, Lottersestraat;4;5095EG;HOOGE MIERDE;Nederland;50
REL05987KOUWENBERG;Grote Kerkepad;10;5505JN;VELDHOVEN;Nederland;50
20688SPITTERS;Vekemans van Lieshoutlaan;1;5282SR;BOXTEL;Nederland;50
REL06538ANSSEMS;Heikantsestraat;66;4841ES;PRINSENBEEK;Nederland;50
REL00895FRANCOIS;Gaete ;19;4926RN;LAGE ZWALUWE;Nederland;50
REL01254HOOG;Heikant;4A;5066CR;MOERGESTEL;Nederland;50
REL05848VERWEIJ;Waalseweg ;54A;3999NT;TULL en t'WAAL;Nederland;50
